is_reachible	puid	start_ai	start_compute	start_mdb	start_paid_consumption	start_storage
-1.0	780909924	0.0	0.0	0.0	0	0.0
-1.0	45903068	0.0	0.0	0.0	0	0.0
-1.0	4274912	0.0	0.0	0.0	0	0.0
-1.0	93371240	0.0	0.0	0.0	0	0.0
-1.0	384026498	0.0	1.0	0.0	1	0.0
-1.0	534485540	0.0	0.0	0.0	0	0.0
-1.0	813923047	0.0	1.0	0.0	1	0.0
-1.0	236040136	0.0	1.0	0.0	1	0.0
-1.0	214979477	0.0	0.0	0.0	1	0.0
0.0	713709320	0.0	0.0	0.0	0	0.0
-1.0	91379653	0.0	0.0	0.0	0	0.0
0.0	291761858	0.0	0.0	0.0	0	0.0
-1.0	217873250	0.0	1.0	0.0	1	0.0
-1.0	427137132	0.0	0.0	0.0	0	0.0
0.0	813610999	0.0	0.0	0.0	0	0.0
-1.0	159715600	0.0	0.0	0.0	0	0.0
-1.0	11869099	0.0	0.0	0.0	0	0.0
-1.0	325909876	0.0	0.0	0.0	0	0.0
-1.0	813596949	0.0	1.0	0.0	1	0.0
-1.0	16505713	0.0	0.0	0.0	0	0.0
1.0	183997296	0.0	0.0	0.0	0	0.0
-1.0	192274568	0.0	0.0	0.0	0	0.0
-1.0	1130000036417463	0.0	0.0	0.0	0	0.0
-1.0	306784928	0.0	0.0	0.0	0	0.0
-1.0	202211137	0.0	0.0	0.0	0	0.0
-1.0	69790419	0.0	0.0	0.0	0	0.0
-1.0	23046869	0.0	0.0	0.0	0	0.0
-1.0	794208696	0.0	0.0	0.0	0	0.0
-1.0	1130000012235330	1.0	0.0	0.0	1	0.0
-1.0	791827444	0.0	0.0	0.0	0	0.0
-1.0	33754177	0.0	0.0	0.0	0	0.0
-1.0	627430	0.0	0.0	0.0	0	0.0
-1.0	157629891	0.0	0.0	0.0	0	0.0
0.0	663251995	0.0	0.0	0.0	0	0.0
-1.0	377260437	0.0	0.0	0.0	0	0.0
-1.0	444848309	0.0	0.0	0.0	0	0.0
-1.0	185940680	0.0	0.0	0.0	0	0.0
-1.0	672604807	0.0	0.0	0.0	0	0.0
-1.0	653026158	0.0	0.0	0.0	0	0.0
-1.0	793977019	0.0	0.0	0.0	0	0.0
-1.0	582058837	1.0	0.0	0.0	1	0.0
-1.0	285488	0.0	0.0	0.0	0	0.0
-1.0	792869637	0.0	0.0	0.0	0	0.0
-1.0	794262343	0.0	1.0	0.0	1	0.0
0.0	453602941	0.0	0.0	0.0	0	0.0
-1.0	96795510	0.0	0.0	0.0	0	0.0
-1.0	530435627	0.0	1.0	0.0	1	0.0
-1.0	1130000002813096	0.0	0.0	0.0	0	0.0
-1.0	776470961	0.0	0.0	0.0	0	0.0
-1.0	619798031	0.0	0.0	0.0	0	0.0
-1.0	484075268	0.0	0.0	0.0	0	0.0
-1.0	37722109	0.0	0.0	0.0	0	0.0
-1.0	103107376	0.0	0.0	0.0	0	0.0
-1.0	3976450	0.0	0.0	0.0	0	0.0
-1.0	778074848	0.0	0.0	0.0	0	0.0
-1.0	355985453	0.0	0.0	0.0	0	0.0
1.0	21055238	0.0	0.0	0.0	0	0.0
-1.0	202056411	0.0	0.0	0.0	0	0.0
-1.0	24443253	0.0	0.0	0.0	0	0.0
-1.0	784148686	0.0	0.0	0.0	0	0.0
-1.0	794278714	0.0	0.0	0.0	0	0.0
-1.0	543078572	0.0	0.0	0.0	0	0.0
-1.0	224931143	0.0	0.0	0.0	0	0.0
1.0	1130000030968561	1.0	0.0	0.0	1	0.0
-1.0	771472793	0.0	0.0	0.0	0	0.0
-1.0	794015831	0.0	0.0	0.0	0	0.0
-1.0	543905945	0.0	0.0	0.0	0	0.0
-1.0	240414316	0.0	0.0	0.0	0	0.0
-1.0	19091794	0.0	0.0	0.0	1	1.0
-1.0	794203487	0.0	0.0	0.0	0	0.0
0.0	794263961	0.0	0.0	0.0	0	0.0
-1.0	636664620	0.0	0.0	0.0	0	0.0
-1.0	221450232	0.0	1.0	0.0	1	0.0
-1.0	793892102	0.0	0.0	0.0	0	0.0
-1.0	316284721	0.0	0.0	0.0	0	0.0
-1.0	107958820	0.0	0.0	0.0	0	0.0
-1.0	2024558	0.0	0.0	0.0	0	0.0
-1.0	794162789	0.0	0.0	0.0	0	0.0
-1.0	228747078	0.0	0.0	0.0	0	0.0
-1.0	124089631	0.0	0.0	0.0	0	0.0
-1.0	312887496	0.0	0.0	0.0	0	0.0
-1.0	12460380	0.0	0.0	0.0	0	0.0
-1.0	792015734	0.0	0.0	0.0	0	0.0
-1.0	200698446	0.0	0.0	0.0	0	0.0
-1.0	794206361	0.0	1.0	0.0	1	0.0
0.0	423752975	0.0	0.0	0.0	0	0.0
-1.0	138642674	0.0	0.0	0.0	0	0.0
-1.0	457216310	0.0	0.0	0.0	0	0.0
-1.0	19702192	0.0	0.0	0.0	0	0.0
1.0	152619998	0.0	0.0	0.0	0	0.0
-1.0	449525960	0.0	1.0	0.0	1	0.0
-1.0	197615831	0.0	0.0	0.0	0	0.0
-1.0	323548417	0.0	0.0	0.0	0	0.0
1.0	214868078	0.0	1.0	0.0	1	0.0
-1.0	794221332	0.0	1.0	0.0	1	0.0
-1.0	347467083	0.0	0.0	0.0	0	0.0
-1.0	92586347	0.0	0.0	0.0	0	0.0
-1.0	441817399	0.0	0.0	0.0	0	0.0
-1.0	245915391	0.0	0.0	0.0	0	0.0
-1.0	793810800	0.0	0.0	0.0	0	0.0
-1.0	789358518	0.0	0.0	0.0	0	0.0
-1.0	140938633	1.0	0.0	0.0	1	0.0
-1.0	330579972	0.0	0.0	0.0	0	0.0
-1.0	231996549	0.0	0.0	0.0	0	0.0
-1.0	238265563	0.0	0.0	1.0	1	0.0
-1.0	42448154	0.0	0.0	0.0	0	0.0
-1.0	385988698	0.0	1.0	0.0	1	0.0
-1.0	527227542	0.0	0.0	0.0	0	0.0
-1.0	25043602	0.0	1.0	0.0	1	0.0
-1.0	233248902	0.0	1.0	0.0	1	0.0
-1.0	352712143	0.0	0.0	0.0	1	0.0
-1.0	19275500	0.0	0.0	0.0	0	0.0
-1.0	792801398	0.0	0.0	0.0	0	0.0
1.0	229275273	0.0	1.0	0.0	1	0.0
-1.0	355227291	0.0	1.0	0.0	1	0.0
-1.0	24397436	0.0	0.0	0.0	0	0.0
-1.0	434797101	0.0	0.0	0.0	0	0.0
-1.0	217847917	0.0	0.0	0.0	0	0.0
-1.0	24720427	0.0	0.0	0.0	0	0.0
-1.0	344885028	0.0	0.0	0.0	0	0.0
-1.0	585109442	0.0	0.0	0.0	0	0.0
-1.0	799517867	0.0	0.0	0.0	0	0.0
-1.0	457562637	0.0	0.0	0.0	0	0.0
-1.0	367450784	1.0	0.0	0.0	1	0.0
1.0	425259746	0.0	0.0	0.0	0	0.0
-1.0	790454167	0.0	0.0	0.0	0	0.0
-1.0	81071	0.0	1.0	0.0	1	0.0
-1.0	268392191	0.0	0.0	0.0	0	0.0
-1.0	647375583	0.0	0.0	0.0	0	0.0
-1.0	798110601	0.0	0.0	0.0	0	0.0
0.0	799631522	0.0	0.0	0.0	0	0.0
-1.0	375181002	0.0	0.0	0.0	1	1.0
1.0	568211682	0.0	0.0	0.0	0	0.0
-1.0	1130000035984406	0.0	0.0	0.0	0	0.0
-1.0	30870789	0.0	1.0	0.0	1	0.0
-1.0	757114536	0.0	1.0	0.0	1	0.0
-1.0	79650514	0.0	0.0	0.0	0	0.0
-1.0	201116969	0.0	0.0	0.0	0	0.0
-1.0	2582639	0.0	0.0	0.0	0	0.0
-1.0	799483196	0.0	0.0	0.0	0	0.0
-1.0	283389178	0.0	1.0	0.0	1	0.0
-1.0	799604698	0.0	0.0	0.0	0	0.0
-1.0	546156221	0.0	0.0	0.0	0	0.0
-1.0	767238092	0.0	1.0	0.0	1	0.0
-1.0	371254077	0.0	0.0	0.0	0	0.0
-1.0	799366208	0.0	0.0	0.0	0	0.0
-1.0	75712786	0.0	0.0	0.0	1	0.0
0.0	799478001	0.0	0.0	0.0	0	0.0
0.0	374874729	0.0	0.0	0.0	0	0.0
-1.0	653693430	0.0	0.0	0.0	0	0.0
-1.0	30830857	0.0	0.0	0.0	0	0.0
-1.0	219746354	0.0	0.0	0.0	0	0.0
-1.0	123112743	0.0	0.0	0.0	0	0.0
0.0	223196226	0.0	0.0	0.0	0	0.0
-1.0	788436894	0.0	1.0	0.0	1	0.0
1.0	692244222	0.0	0.0	0.0	0	0.0
-1.0	240891228	0.0	0.0	0.0	0	0.0
-1.0	1130000013773973	1.0	0.0	0.0	1	0.0
-1.0	254486126	0.0	0.0	0.0	0	0.0
-1.0	694346554	0.0	1.0	0.0	1	0.0
-1.0	50596356	0.0	0.0	0.0	0	0.0
-1.0	799799746	0.0	0.0	0.0	0	0.0
-1.0	166906695	0.0	0.0	0.0	0	0.0
-1.0	6933399	0.0	0.0	0.0	0	0.0
-1.0	799497192	0.0	0.0	0.0	0	0.0
-1.0	798629075	0.0	0.0	0.0	0	0.0
-1.0	163064298	0.0	0.0	0.0	1	1.0
-1.0	614309163	0.0	1.0	0.0	1	0.0
-1.0	760733516	0.0	0.0	0.0	0	0.0
-1.0	130316625	0.0	0.0	0.0	0	0.0
-1.0	729272861	0.0	0.0	0.0	0	0.0
1.0	1130000023511961	0.0	0.0	0.0	0	0.0
-1.0	1130000025035120	0.0	0.0	0.0	1	0.0
-1.0	786550927	0.0	0.0	0.0	0	0.0
-1.0	751026561	0.0	0.0	0.0	0	0.0
-1.0	22677113	0.0	0.0	0.0	0	0.0
-1.0	98773092	0.0	0.0	0.0	0	0.0
1.0	38797955	0.0	0.0	0.0	0	0.0
-1.0	8693248	0.0	0.0	0.0	0	0.0
-1.0	516891389	0.0	0.0	0.0	0	0.0
-1.0	118260851	0.0	0.0	0.0	0	0.0
-1.0	576355527	0.0	0.0	0.0	0	0.0
1.0	523312999	0.0	1.0	0.0	1	0.0
-1.0	85524741	0.0	0.0	0.0	0	0.0
-1.0	3868215	0.0	1.0	0.0	1	0.0
-1.0	554801579	0.0	0.0	0.0	0	0.0
-1.0	799573528	0.0	0.0	0.0	0	0.0
-1.0	318854405	0.0	0.0	0.0	0	0.0
-1.0	242132925	0.0	0.0	0.0	0	0.0
-1.0	597553954	0.0	0.0	0.0	0	0.0
-1.0	568863296	1.0	0.0	0.0	1	0.0
-1.0	692982122	0.0	0.0	0.0	0	0.0
-1.0	31474696	0.0	0.0	0.0	0	0.0
-1.0	492104654	0.0	0.0	0.0	0	0.0
-1.0	196906679	0.0	0.0	0.0	0	0.0
-1.0	37475245	0.0	1.0	0.0	1	0.0
-1.0	648021708	0.0	0.0	0.0	0	0.0
-1.0	27340782	0.0	0.0	0.0	1	0.0
-1.0	579084021	0.0	0.0	0.0	0	0.0
-1.0	565988757	0.0	0.0	0.0	0	0.0
-1.0	767185389	0.0	0.0	0.0	0	0.0
-1.0	318297463	0.0	0.0	0.0	0	0.0
-1.0	429763642	0.0	0.0	0.0	0	0.0
-1.0	59623444	0.0	0.0	0.0	0	0.0
-1.0	249056269	0.0	0.0	0.0	0	0.0
-1.0	429869585	0.0	0.0	0.0	0	0.0
-1.0	792811983	0.0	0.0	0.0	1	0.0
-1.0	123239568	0.0	0.0	0.0	0	0.0
1.0	8905886	0.0	0.0	0.0	0	0.0
-1.0	88207082	0.0	0.0	0.0	0	0.0
1.0	714650339	0.0	0.0	0.0	0	0.0
-1.0	33375190	0.0	1.0	0.0	1	0.0
-1.0	270603448	0.0	1.0	0.0	1	0.0
0.0	185965712	0.0	0.0	0.0	0	0.0
-1.0	817006396	0.0	0.0	0.0	0	0.0
-1.0	229570412	0.0	0.0	0.0	0	0.0
-1.0	92632310	0.0	0.0	0.0	0	0.0
-1.0	331460545	0.0	0.0	0.0	0	0.0
-1.0	816968278	0.0	0.0	0.0	0	0.0
-1.0	162292230	0.0	0.0	0.0	0	0.0
-1.0	801763948	0.0	0.0	0.0	1	0.0
-1.0	342737837	0.0	0.0	0.0	0	0.0
-1.0	815139057	0.0	0.0	0.0	0	0.0
-1.0	1130000029168444	0.0	0.0	0.0	0	0.0
-1.0	814896656	0.0	1.0	0.0	1	0.0
-1.0	109061473	0.0	0.0	0.0	0	0.0
-1.0	817245107	0.0	1.0	0.0	1	0.0
-1.0	158406878	0.0	0.0	0.0	0	0.0
1.0	666872791	0.0	1.0	0.0	1	0.0
-1.0	367707930	0.0	0.0	0.0	0	0.0
-1.0	817417228	0.0	0.0	0.0	0	0.0
-1.0	210755868	0.0	0.0	0.0	0	0.0
-1.0	655048319	0.0	0.0	0.0	0	0.0
-1.0	1130000023845321	0.0	0.0	0.0	0	0.0
-1.0	13241297	0.0	0.0	0.0	0	0.0
1.0	460715418	0.0	0.0	0.0	0	0.0
-1.0	174176064	0.0	0.0	0.0	0	0.0
1.0	157751210	0.0	0.0	0.0	0	0.0
-1.0	90089677	0.0	0.0	0.0	0	0.0
-1.0	1527079	0.0	0.0	0.0	0	0.0
-1.0	17168890	0.0	0.0	0.0	0	0.0
-1.0	315602627	0.0	0.0	0.0	0	0.0
-1.0	133252276	0.0	0.0	0.0	0	0.0
-1.0	265651881	0.0	0.0	0.0	0	0.0
-1.0	161313019	0.0	0.0	0.0	0	0.0
-1.0	219728740	0.0	0.0	0.0	0	0.0
1.0	785749536	0.0	0.0	0.0	0	0.0
-1.0	1130000033911918	0.0	1.0	0.0	1	0.0
-1.0	113082	0.0	1.0	0.0	1	0.0
1.0	1130000028414789	0.0	0.0	0.0	0	0.0
-1.0	11567534	0.0	0.0	0.0	0	0.0
-1.0	102060755	0.0	0.0	0.0	0	0.0
-1.0	317551428	0.0	0.0	0.0	0	0.0
-1.0	225650782	0.0	0.0	1.0	1	0.0
-1.0	92489967	0.0	1.0	0.0	1	0.0
-1.0	1130000002044502	0.0	0.0	0.0	0	0.0
0.0	746377928	0.0	0.0	0.0	0	0.0
-1.0	801562055	0.0	0.0	0.0	0	0.0
-1.0	312618046	0.0	0.0	0.0	0	0.0
-1.0	72261138	0.0	1.0	0.0	1	0.0
1.0	1130000027741086	0.0	0.0	0.0	0	0.0
1.0	76307517	0.0	0.0	0.0	0	0.0
-1.0	817101470	0.0	0.0	0.0	0	0.0
1.0	442783277	0.0	0.0	0.0	0	0.0
-1.0	51522384	0.0	0.0	0.0	0	0.0
-1.0	608652914	0.0	0.0	0.0	1	0.0
-1.0	817344586	0.0	0.0	0.0	0	0.0
-1.0	446220898	0.0	0.0	0.0	0	0.0
-1.0	720153718	0.0	1.0	0.0	1	0.0
-1.0	549817248	0.0	0.0	0.0	1	1.0
-1.0	814948340	0.0	0.0	0.0	0	0.0
-1.0	273603497	0.0	0.0	0.0	0	0.0
0.0	498315540	0.0	0.0	0.0	0	0.0
1.0	38295753	0.0	0.0	0.0	0	0.0
-1.0	8881985	0.0	0.0	0.0	0	0.0
-1.0	29031656	0.0	0.0	0.0	0	0.0
1.0	74033096	0.0	0.0	0.0	0	0.0
-1.0	328740539	0.0	0.0	0.0	0	0.0
-1.0	159373469	0.0	0.0	0.0	0	0.0
-1.0	387670255	0.0	1.0	0.0	1	0.0
-1.0	547007812	0.0	0.0	0.0	0	0.0
-1.0	506617	0.0	0.0	0.0	0	0.0
-1.0	15739205	0.0	1.0	0.0	1	0.0
0.0	326646069	0.0	0.0	0.0	0	0.0
1.0	4590586	0.0	0.0	0.0	0	0.0
0.0	456463516	0.0	0.0	0.0	0	0.0
-1.0	604323396	0.0	1.0	0.0	1	0.0
0.0	812458278	0.0	0.0	0.0	0	0.0
1.0	26915686	0.0	0.0	0.0	0	0.0
0.0	340846901	0.0	0.0	0.0	0	0.0
-1.0	649892458	0.0	0.0	0.0	0	0.0
-1.0	365402951	0.0	0.0	0.0	0	0.0
-1.0	8558523	0.0	0.0	0.0	1	0.0
-1.0	207782146	0.0	0.0	0.0	0	0.0
-1.0	792239004	0.0	1.0	0.0	1	0.0
-1.0	816538730	0.0	0.0	0.0	0	0.0
-1.0	196699473	0.0	0.0	0.0	0	0.0
-1.0	541458994	0.0	1.0	0.0	1	0.0
1.0	461602844	0.0	0.0	0.0	0	0.0
-1.0	638791057	0.0	0.0	0.0	0	0.0
1.0	20489988	0.0	1.0	0.0	1	0.0
-1.0	229214658	0.0	0.0	0.0	0	0.0
-1.0	58386707	0.0	0.0	0.0	0	0.0
-1.0	302560164	0.0	0.0	0.0	1	0.0
-1.0	38634812	0.0	0.0	0.0	0	0.0
-1.0	816047830	0.0	0.0	0.0	0	0.0
-1.0	322955946	0.0	0.0	0.0	0	0.0
0.0	579558301	0.0	0.0	0.0	0	0.0
0.0	289322326	0.0	0.0	0.0	0	0.0
-1.0	592865900	0.0	0.0	0.0	0	0.0
-1.0	163817065	0.0	0.0	0.0	0	0.0
-1.0	326963945	0.0	0.0	0.0	0	0.0
-1.0	816600873	0.0	0.0	0.0	0	0.0
1.0	222908996	0.0	0.0	0.0	0	0.0
-1.0	566559417	0.0	0.0	0.0	1	0.0
1.0	86373048	0.0	0.0	0.0	0	0.0
-1.0	211468984	0.0	0.0	0.0	0	0.0
-1.0	817208392	0.0	0.0	0.0	0	0.0
-1.0	315359323	0.0	0.0	0.0	0	0.0
-1.0	772637042	0.0	0.0	0.0	0	0.0
-1.0	131191388	0.0	0.0	0.0	0	0.0
-1.0	362804976	0.0	0.0	0.0	0	0.0
-1.0	547260638	0.0	0.0	0.0	0	0.0
1.0	482054127	0.0	0.0	0.0	0	0.0
-1.0	780489847	0.0	0.0	0.0	1	0.0
-1.0	179144920	0.0	0.0	0.0	0	0.0
-1.0	310039590	0.0	0.0	0.0	0	0.0
-1.0	750804560	0.0	0.0	0.0	0	0.0
1.0	96893009	0.0	0.0	0.0	0	0.0
-1.0	44809466	0.0	0.0	0.0	0	0.0
-1.0	816069853	0.0	1.0	0.0	1	0.0
-1.0	258622758	0.0	0.0	0.0	0	0.0
-1.0	227062593	0.0	0.0	0.0	0	0.0
-1.0	27558184	0.0	0.0	0.0	0	0.0
1.0	670394503	0.0	0.0	0.0	0	0.0
-1.0	977937	0.0	0.0	0.0	0	0.0
-1.0	228061763	0.0	0.0	0.0	0	0.0
-1.0	665717466	0.0	1.0	0.0	1	0.0
-1.0	185081976	0.0	0.0	0.0	1	0.0
1.0	606020469	0.0	0.0	0.0	0	0.0
-1.0	81559990	0.0	0.0	0.0	0	0.0
-1.0	755633325	0.0	0.0	0.0	0	0.0
1.0	104507992	0.0	0.0	0.0	0	0.0
-1.0	454224150	0.0	0.0	0.0	0	0.0
-1.0	801532830	0.0	0.0	0.0	1	0.0
1.0	88762245	0.0	0.0	0.0	0	0.0
-1.0	794852988	0.0	0.0	0.0	0	0.0
-1.0	312940730	0.0	1.0	0.0	1	0.0
-1.0	91645611	0.0	0.0	0.0	0	0.0
-1.0	135216361	0.0	0.0	0.0	0	0.0
0.0	746371777	0.0	0.0	0.0	0	0.0
-1.0	408829259	0.0	0.0	0.0	0	0.0
-1.0	813188801	0.0	1.0	0.0	1	0.0
1.0	157126145	0.0	0.0	0.0	0	0.0
-1.0	812738648	0.0	1.0	0.0	1	0.0
-1.0	313791317	0.0	0.0	0.0	0	0.0
-1.0	813082069	0.0	1.0	0.0	1	0.0
-1.0	311803601	0.0	0.0	0.0	0	0.0
-1.0	812483312	0.0	0.0	0.0	0	0.0
-1.0	146043727	0.0	0.0	0.0	0	0.0
-1.0	813219997	0.0	1.0	0.0	1	0.0
-1.0	288447630	0.0	0.0	0.0	0	0.0
-1.0	812708031	0.0	0.0	0.0	0	0.0
1.0	156483154	0.0	0.0	0.0	0	0.0
-1.0	237336723	0.0	0.0	0.0	0	0.0
-1.0	811237314	0.0	0.0	0.0	0	0.0
-1.0	813078418	0.0	1.0	0.0	1	0.0
-1.0	576155639	1.0	0.0	0.0	1	0.0
1.0	34916923	0.0	0.0	0.0	0	0.0
-1.0	808952171	0.0	1.0	0.0	1	0.0
1.0	1130000022308605	0.0	0.0	0.0	1	1.0
1.0	599427272	0.0	0.0	0.0	0	0.0
-1.0	353592928	0.0	0.0	0.0	0	0.0
1.0	72673768	0.0	1.0	0.0	1	0.0
-1.0	813080588	0.0	1.0	0.0	1	0.0
-1.0	499769486	0.0	0.0	0.0	0	0.0
0.0	334507081	0.0	0.0	0.0	0	0.0
-1.0	796156315	0.0	0.0	0.0	1	0.0
0.0	813204498	0.0	0.0	0.0	0	0.0
1.0	663815008	0.0	1.0	0.0	1	0.0
-1.0	292879872	0.0	1.0	0.0	1	0.0
-1.0	813136248	0.0	1.0	0.0	1	0.0
-1.0	712991285	0.0	0.0	0.0	0	0.0
-1.0	440075392	0.0	1.0	0.0	1	0.0
-1.0	812974071	0.0	0.0	0.0	0	0.0
-1.0	593160819	0.0	0.0	0.0	1	0.0
-1.0	230731066	0.0	0.0	0.0	0	0.0
0.0	746370352	0.0	0.0	0.0	0	0.0
-1.0	227387047	0.0	0.0	0.0	0	0.0
0.0	812692212	0.0	0.0	0.0	0	0.0
1.0	23943419	0.0	0.0	0.0	0	0.0
0.0	365316723	0.0	0.0	0.0	0	0.0
0.0	1130000030111070	0.0	0.0	0.0	0	0.0
-1.0	101053473	0.0	0.0	0.0	0	0.0
-1.0	289957012	0.0	1.0	0.0	1	0.0
-1.0	5481005	0.0	0.0	0.0	0	0.0
-1.0	136244481	0.0	0.0	0.0	0	0.0
0.0	606362187	0.0	0.0	0.0	0	0.0
1.0	42880391	0.0	0.0	0.0	1	0.0
-1.0	484246827	0.0	0.0	0.0	0	0.0
-1.0	13709974	0.0	1.0	0.0	1	0.0
-1.0	813190327	0.0	1.0	0.0	1	0.0
1.0	136396548	0.0	0.0	0.0	0	0.0
0.0	413174964	0.0	0.0	0.0	0	0.0
1.0	172298909	0.0	1.0	0.0	1	0.0
-1.0	288114	0.0	0.0	0.0	0	0.0
-1.0	1130000035935645	0.0	1.0	0.0	1	0.0
1.0	50930983	0.0	0.0	0.0	0	0.0
-1.0	195654669	0.0	0.0	0.0	0	0.0
-1.0	813020123	0.0	0.0	0.0	0	0.0
1.0	18890370	0.0	0.0	0.0	0	0.0
-1.0	44590001	0.0	0.0	0.0	1	0.0
-1.0	1130000026857991	0.0	0.0	0.0	0	0.0
-1.0	812706170	0.0	1.0	0.0	1	0.0
1.0	225454637	0.0	0.0	0.0	0	0.0
-1.0	459351740	0.0	0.0	0.0	0	0.0
-1.0	269398017	0.0	0.0	0.0	0	0.0
-1.0	165223015	0.0	0.0	0.0	0	0.0
-1.0	656936143	0.0	0.0	0.0	0	0.0
-1.0	131550827	0.0	0.0	0.0	0	0.0
-1.0	812576363	0.0	0.0	0.0	0	0.0
-1.0	14371610	0.0	0.0	0.0	1	0.0
-1.0	1130000020388388	0.0	0.0	0.0	0	0.0
1.0	9525764	0.0	0.0	0.0	0	0.0
-1.0	242939558	0.0	0.0	0.0	0	0.0
-1.0	563561824	0.0	0.0	0.0	0	0.0
-1.0	735429558	1.0	0.0	0.0	1	0.0
-1.0	1130000034744050	0.0	0.0	0.0	0	0.0
-1.0	1130000036125317	0.0	1.0	0.0	1	0.0
