10000	-1
225	225
159	159
1	213
10174	2
11162	54
11316	65
11079	47
11111	172
11119	43
11225	56
11131	51
11029	39
11108	50
10995	35
11309	62
11409	75
11318	66
10857	22
11282	64
11266	63
11235	197
10672	193
10950	38
10841	16
187	187
20545	963
20537	141
20536	142
20547	10343
20539	960
20532	10345
20544	143
20548	20221
20540	222
20550	20222
20529	144
20530	10358
20543	148
20541	145
20549	964
20534	10355
977	146
20552	965
20531	10357
20538	147
20542	962
20535	961
20546	10363
20551	966
20533	10365
959	959
149	149
29630	157
29631	155
29632	153
29633	154
29629	158
29634	10274
102188	26030
26030	26030
10275	26030
102170	26003
26003	26003
102108	21274
21274	21274
102187	10276
10276	10276
102093	21510
21510	21510
102156	21193
21193	21193
102081	21015
21015	21015
102135	20729
20729	20729
117	117
104259	104259
26735	26735
108126	108126
112974	112974
104260	104260
11475	11475
26729	26729
101066	101066
104641	104641
104643	104643
112963	112963
112966	112966
104261	104261
11476	11476
112961	112961
112964	112964
112969	112969
112973	112973
104262	104262
11477	11477
11478	11478
26603	26603
112960	112960
104263	104263
104968	104968
112962	112962
104264	104264
101527	101527
112971	112971
104265	104265
104969	104969
104266	104266
104970	104970
112959	112959
112968	112968
104267	104267
108132	108132
109150	109150
112965	112965
104268	104268
20814	20814
112967	112967
112970	112970
112972	112972
206	206
11473	11473
11474	11474
20744	20744
21460	21460
26314	26314
26446	26446
100480	100480
101669	101669
104233	104233
104952	104952
104234	104234
101507	101507
104235	104235
26349	26349
104236	104236
104953	104953
104238	104238
101688	101688
104239	104239
108813	108813
104240	104240
104954	104954
104241	104241
104242	104242
104956	104956
104243	104243
104244	104244
104245	104245
26550	26550
104246	104246
104957	104957
104248	104248
104958	104958
104249	104249
26447	26447
104251	104251
104959	104959
104252	104252
26438	26438
104253	104253
108860	108860
104255	104255
104960	104960
104256	104256
100524	100524
104257	104257
108122	108122
104258	104258
26335	26335
104955	104955
108692	108692
108793	108793
108694	108694
108796	108796
108695	108695
108798	108798
108696	108696
108799	108799
108697	108697
108800	108800
108698	108698
116746	116746
108699	108699
108801	108801
108700	108700
108802	108802
108701	108701
108794	108794
108702	108702
108803	108803
108703	108703
108804	108804
108704	108704
108805	108805
108705	108705
108806	108806
108706	108706
108807	108807
108707	108707
108809	108809
108708	108708
108881	108881
108709	108709
108883	108883
108710	108710
108884	108884
108711	108711
108821	108821
108712	108712
108823	108823
108714	108714
108825	108825
108715	108715
108886	108886
108716	108716
108887	108887
108717	108717
108819	108819
108718	108718
108820	108820
108719	108719
108827	108827
108720	108720
108828	108828
108721	108721
108830	108830
108722	108722
108829	108829
108723	108723
108888	108888
108724	108724
108889	108889
108725	108725
108890	108890
108726	108726
108831	108831
108727	108727
108832	108832
108728	108728
108836	108836
108729	108729
108835	108835
108730	108730
108837	108837
108732	108732
108733	108733
108833	108833
108735	108735
108834	108834
108736	108736
108840	108840
108737	108737
108839	108839
108738	108738
26437	26437
108739	108739
108841	108841
108741	108741
108842	108842
108742	108742
108791	108791
108744	108744
108844	108844
108745	108745
108843	108843
108746	108746
108845	108845
108747	108747
108846	108846
108748	108748
108847	108847
108749	108749
108848	108848
108750	108750
108851	108851
108751	108751
108850	108850
108752	108752
108855	108855
108753	108753
108854	108854
108754	108754
108856	108856
108755	108755
108857	108857
108757	108757
108858	108858
108759	108759
108859	108859
108760	108760
108861	108861
108761	108761
108862	108862
108762	108762
108864	108864
108763	108763
108869	108869
108764	108764
108865	108865
108765	108765
108868	108868
108766	108766
108867	108867
108767	108767
108870	108870
108768	108768
108871	108871
108769	108769
104642	104642
108770	108770
108872	108872
108771	108771
108873	108873
108772	108772
101535	101535
108774	108774
108874	108874
108775	108775
108875	108875
108776	108776
108876	108876
108777	108777
108877	108877
108778	108778
108879	108879
108779	108779
108880	108880
108780	108780
108810	108810
108781	108781
108811	108811
108782	108782
108812	108812
108783	108783
108814	108814
108784	108784
108815	108815
108785	108785
108816	108816
108786	108786
108817	108817
108788	108788
108818	108818
108789	108789
108826	108826
179	179
104422	104422
11480	11480
21037	21037
21608	21608
100911	100911
101452	101452
101457	101457
101458	101458
101708	101708
104423	104423
104962	104962
104424	104424
20939	20939
104425	104425
104963	104963
112014	112014
104426	104426
104964	104964
104427	104427
21248	21248
104428	104428
104965	104965
104429	104429
20885	20885
104430	104430
11482	11482
104431	104431
11481	11481
21124	21124
101673	101673
101698	101698
104432	104432
21055	21055
104433	104433
104966	104966
104434	104434
21393	21393
104435	104435
104961	104961
104436	104436
11479	11479
21388	21388
208	208
10313	10313
10314	10314
10315	10315
104269	104269
104941	104941
104270	104270
101397	101397
104271	104271
100528	100528
101485	101485
104272	104272
101757	101757
104273	104273
104934	104934
104274	104274
101483	101483
104275	104275
104935	104935
104276	104276
100912	100912
104277	104277
104938	104938
104278	104278
100503	100503
104279	104279
104930	104930
104280	104280
104933	104933
104281	104281
100506	100506
104282	104282
104947	104947
104283	104283
100543	100543
104284	104284
104928	104928
104285	104285
104948	104948
104286	104286
101656	101656
104287	104287
104939	104939
104288	104288
104940	104940
104289	104289
101406	101406
104290	104290
100523	100523
104291	104291
104942	104942
104292	104292
101488	101488
104293	104293
104945	104945
104294	104294
21078	21078
104295	104295
104943	104943
104296	104296
104949	104949
104297	104297
104951	104951
104298	104298
101476	101476
104299	104299
104946	104946
104300	104300
101536	101536
101730	101730
104925	104925
33883	33883
100519	100519
100540	100540
101059	101059
114854	114854
104927	104927
10316	10316
10317	10317
100484	100484
100518	100518
101501	101501
101541	101541
115674	115674
115675	115675
169	169
10277	10277
102293	102293
102371	102371
102372	102372
102373	102373
102374	102374
102375	102375
102376	102376
102377	102377
102294	102294
102383	102383
102384	102384
102385	102385
102386	102386
102295	102295
102296	102296
102387	102387
102388	102388
102389	102389
102390	102390
102297	102297
102380	102380
102381	102381
102382	102382
102298	102298
102378	102378
102379	102379
102391	102391
102392	102392
122054	122054
10278	10278
101399	101399
122055	122055
122065	122065
122056	122056
10279	10279
122057	122057
100497	100497
122066	122066
122058	122058
104784	104784
122067	122067
122059	122059
122068	122068
122060	122060
10283	10283
122069	122069
122061	122061
100986	100986
122070	122070
144848	144848
122062	122062
10285	10285
122063	122063
10284	10284
122064	122064
171	171
10335	10335
102300	102300
102301	102301
102302	102302
102395	102395
102401	102401
102402	102402
102403	102403
102420	102420
102303	102303
102304	102304
102393	102393
102405	102405
102406	102406
102305	102305
102394	102394
102396	102396
102306	102306
102397	102397
102398	102398
102399	102399
102407	102407
102408	102408
102409	102409
102410	102410
102307	102307
102400	102400
102404	102404
102416	102416
102417	102417
102418	102418
102419	102419
102308	102308
102411	102411
102309	102309
102414	102414
102415	102415
102423	102423
102412	102412
102413	102413
102421	102421
105804	105804
10329	10329
105805	105805
10330	10330
105806	105806
21606	21606
105807	105807
10331	10331
101761	101761
105808	105808
10333	10333
21947	21947
101459	101459
101517	101517
105809	105809
21314	21314
105810	105810
10334	10334
105811	105811
10338	10338
105812	105812
21089	21089
21605	21605
105813	105813
10328	10328
101524	101524
101550	101550
101726	101726
114900	114900
105814	105814
10332	10332
10336	10336
20950	20950
101425	101425
105815	105815
10339	10339
21105	21105
105816	105816
10337	10337
21103	21103
101422	101422
101715	101715
181	181
765	765
766	766
103900	103900
100529	100529
101512	101512
101646	101646
101739	101739
116114	116114
116730	116730
103901	103901
132	132
100548	100548
108939	108939
103902	103902
20906	20906
21108	21108
100952	100952
101570	101570
108935	108935
108936	108936
114611	114611
114812	114812
116180	116180
116429	116429
116430	116430
103903	103903
130	130
103904	103904
129	129
20797	20797
20799	20799
100944	100944
101391	101391
101392	101392
101509	101509
101665	101665
112782	112782
103905	103905
131	131
101443	101443
108938	108938
114768	114768
108937	108937
112783	112783
116729	116729
101400	101400
167	167
10253	10253
102270	102270
102271	102271
102342	102342
145617	145617
102272	102272
102273	102273
102343	102343
102348	102348
102358	102358
102359	102359
102360	102360
102274	102274
102351	102351
102352	102352
102353	102353
102354	102354
102275	102275
102341	102341
102346	102346
102347	102347
102349	102349
102350	102350
102276	102276
102355	102355
102356	102356
102357	102357
102277	102277
102278	102278
102279	102279
102280	102280
102344	102344
102345	102345
10254	10254
10255	10255
10256	10256
105817	105817
105888	105888
105818	105818
105889	105889
105819	105819
105890	105890
105820	105820
105891	105891
105821	105821
105892	105892
105822	105822
105893	105893
105823	105823
105894	105894
105824	105824
105895	105895
105825	105825
105896	105896
105826	105826
105897	105897
105827	105827
105898	105898
105828	105828
105899	105899
105829	105829
105900	105900
105831	105831
105902	105902
105832	105832
105903	105903
105833	105833
105901	105901
105834	105834
105904	105904
105835	105835
105905	105905
105836	105836
105906	105906
105837	105837
105907	105907
105838	105838
105839	105839
101643	101643
105840	105840
105909	105909
105841	105841
105910	105910
105842	105842
105911	105911
105843	105843
105912	105912
105844	105844
105913	105913
105845	105845
105914	105914
105846	105846
105915	105915
105847	105847
105916	105916
105848	105848
105917	105917
105849	105849
105918	105918
105850	105850
101492	101492
105851	105851
105919	105919
105852	105852
105920	105920
105853	105853
105854	105854
105921	105921
105855	105855
105922	105922
105856	105856
105923	105923
105857	105857
105924	105924
105858	105858
105925	105925
105859	105859
105926	105926
105860	105860
105927	105927
105861	105861
105928	105928
105862	105862
105929	105929
105863	105863
105930	105930
105864	105864
105931	105931
105865	105865
105932	105932
105866	105866
105933	105933
105868	105868
105934	105934
105869	105869
105935	105935
105870	105870
105936	105936
105871	105871
105937	105937
105872	105872
105938	105938
105873	105873
105939	105939
105874	105874
105875	105875
101551	101551
105876	105876
105877	105877
105940	105940
105878	105878
105879	105879
105880	105880
105881	105881
105882	105882
105883	105883
105885	105885
105886	105886
105887	105887
114855	114855
168	168
10262	10262
102281	102281
102282	102282
102361	102361
102283	102283
102284	102284
102285	102285
102366	102366
102286	102286
102287	102287
102362	102362
102363	102363
102364	102364
102365	102365
102288	102288
102289	102289
102290	102290
102291	102291
102368	102368
102367	102367
102369	102369
102370	102370
102422	102422
105789	105789
105799	105799
116117	116117
116118	116118
105790	105790
105800	105800
116119	116119
116120	116120
116121	116121
105791	105791
10257	10257
116122	116122
116123	116123
105792	105792
10263	10263
105802	105802
116125	116125
116126	116126
116127	116127
105793	105793
10265	10265
37792	37792
116128	116128
116129	116129
116130	116130
116131	116131
116132	116132
105794	105794
10258	10258
101420	101420
116116	116116
116133	116133
116134	116134
116135	116135
116136	116136
116137	116137
116138	116138
105795	105795
10259	10259
116148	116148
116149	116149
105796	105796
105803	105803
116139	116139
116140	116140
116141	116141
116142	116142
116143	116143
116144	116144
105797	105797
10261	10261
101597	101597
116145	116145
116146	116146
116147	116147
105798	105798
10260	10260
105801	105801
116124	116124
207	207
10309	10309
10310	10310
105941	105941
100979	100979
105942	105942
10312	10312
114767	114767
105943	105943
10311	10311
36934	36934
36948	36948
105944	105944
36974	36974
105945	105945
38621	38621
105946	105946
38345	38345
105947	105947
105948	105948
112943	112943
209	209
10318	10318
105968	105968
10320	10320
10322	10322
101751	101751
116395	116395
105969	105969
10319	10319
10321	10321
20882	20882
116588	116588
105970	105970
37175	37175
108891	108891
105971	105971
105984	105984
105972	105972
105986	105986
105973	105973
105987	105987
105974	105974
105988	105988
105975	105975
105989	105989
105976	105976
21409	21409
105977	105977
105990	105990
105978	105978
105991	105991
105979	105979
105992	105992
105980	105980
105993	105993
105981	105981
21107	21107
105982	105982
105994	105994
105983	105983
105995	105995
114380	114380
170	170
10324	10324
105949	105949
105956	105956
123580	123580
105950	105950
10326	10326
105955	105955
105951	105951
10327	10327
123581	123581
105952	105952
10325	10325
105953	105953
101477	101477
925	925
926	926
10292	10292
29403	29403
163	163
20809	20809
29433	29433
102501	102501
102515	102515
29404	29404
20273	20273
102508	102508
102522	102522
29406	29406
162	162
10303	10303
29456	29456
29467	29467
102499	102499
102513	102513
29407	29407
10291	10291
102509	102509
102523	102523
29408	29408
165	165
10306	10306
29496	29496
29498	29498
102502	102502
102516	102516
29409	29409
21094	21094
102511	102511
102525	102525
29410	29410
10305	10305
102505	102505
102519	102519
29411	29411
164	164
10293	10293
10308	10308
29542	29542
29544	29544
29545	29545
29546	29546
29550	29550
35393	35393
102500	102500
102514	102514
29412	29412
10295	10295
10300	10300
20985	20985
29562	29562
102504	102504
102518	102518
29413	29413
21050	21050
102512	102512
102526	102526
29414	29414
29575	29575
29577	29577
102510	102510
102524	102524
29415	29415
190	190
29580	29580
29590	29590
102503	102503
102517	102517
29416	29416
10298	10298
102506	102506
102520	102520
29417	29417
221	221
21106	21106
29614	29614
29619	29619
102507	102507
102521	102521
