sku_id,sku_name,is_committed,sku_lazy,service_long_name,service_name,subservice_name,cores,cores_number,ram,ram_number,database,core_fraction,core_fraction_number,preemptible,platform,service_group,mk8s_relevant,is_sustainable
dn2ikmrgbcfqnq0e89rh,mdb.cluster.mysql.v2.cpu.c5,0,0,Managed Databases,mdb,mysql,inapplicable,-1,inapplicable,-1,mysql,5,5,inapplicable,v2,Data Storage and Analytics,0,1
dn23em5ur8pmc5oe1ugg,mdb.cluster.mysql.v2.cpu.c50,0,0,Managed Databases,mdb,mysql,inapplicable,-1,inapplicable,-1,mysql,50,50,inapplicable,v2,Data Storage and Analytics,0,1
dn2q9cgq04cl6ju1j2k7,mdb.cluster.mysql.v2.ram,0,0,Managed Databases,mdb,mysql,inapplicable,-1,inapplicable,-1,mysql,inapplicable,-1,inapplicable,v2,Data Storage and Analytics,0,1
dn2k0oe7pbpntnnsrkjn,mdb.cluster.mysql.xlarge,0,0,Managed Databases,mdb,mysql,32,32,128,128,mysql,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2ch21i0qs12ui66071,mdb.cluster.mysql.xlarge,0,0,Managed Databases,mdb,mysql,inapplicable,-1,inapplicable,-1,mysql,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2utn4rqnas617dfa2q,mdb.cluster.network-hdd.ch,0,1,Managed Databases,mdb,clickhouse,inapplicable,-1,inapplicable,-1,clickhouse,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2mc1h4rtfji5lqocfj,mdb.cluster.network-hdd.mongodb,0,1,Managed Databases,mdb,mongo,inapplicable,-1,inapplicable,-1,mongo,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2thbds4400ckbijvch,mdb.cluster.network-hdd.mysql,0,1,Managed Databases,mdb,mysql,inapplicable,-1,inapplicable,-1,mysql,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2l0lh2aon42b2d7jb9,mdb.cluster.network-hdd.pg,0,1,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2onu54rfoune3hfp8p,mdb.cluster.network-hdd.redis,0,1,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2ltsf13hknpcphbg3q,mdb.cluster.network-nvme,0,1,Managed Databases,mdb,network_ssd,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2mvvhqdpp24tm36ks4,mdb.cluster.network-nvme.ch,0,1,Managed Databases,mdb,clickhouse,inapplicable,-1,inapplicable,-1,clickhouse,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2ib6700te8e0icndja,mdb.cluster.network-nvme.mongodb,0,1,Managed Databases,mdb,mongo,inapplicable,-1,inapplicable,-1,mongo,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2j7e6hs2j2ugni50lq,mdb.cluster.network-nvme.mysql,0,1,Managed Databases,mdb,mysql,inapplicable,-1,inapplicable,-1,mysql,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2euvjs01kht9oftfji,mdb.cluster.network-nvme.pg,0,1,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2brvmhtb2i0o7gchn6,mdb.cluster.network-nvme.redis,0,1,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2bbg0hgnm5m7srmkb8,mdb.cluster.pg.b1.medium,0,0,Managed Databases,mdb,postgres,2,2,4,4,postgres,50,50,inapplicable,v1,Data Storage and Analytics,0,1
dn2bbtp3bvg540ukv4l5,mdb.cluster.pg.b1.micro,0,0,Managed Databases,mdb,postgres,2,2,2,2,postgres,20,20,inapplicable,v1,Data Storage and Analytics,0,1
dn2bba3dv8mpbg71i1ng,mdb.cluster.pg.b1.nano,0,0,Managed Databases,mdb,postgres,2,2,2,2,postgres,5,5,inapplicable,v1,Data Storage and Analytics,0,1
dn2e1t67v5qtk6hmm396,mdb.cluster.pg.b2.medium,0,0,Managed Databases,mdb,postgres,2,2,4,4,postgres,50,50,inapplicable,v2,Data Storage and Analytics,0,1
dn2mqtse57sni5vn8mjl,mdb.cluster.pg.b2.micro,0,0,Managed Databases,mdb,postgres,2,2,2,2,postgres,20,20,inapplicable,v2,Data Storage and Analytics,0,1
dn25jo5dg2dug3ct1oqt,mdb.cluster.pg.b2.nano,0,0,Managed Databases,mdb,postgres,2,2,2,2,postgres,5,5,inapplicable,v2,Data Storage and Analytics,0,1
dn2014sajm69rh0b0rc4,mdb.cluster.pg.large,0,0,Managed Databases,mdb,postgres,16,16,64,64,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn28kh9cbbb6pocm16gs,mdb.cluster.pg.m1.2xlarge,0,0,Managed Databases,mdb,postgres,16,16,128,128,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2cg16f21bta65bbsdc,mdb.cluster.pg.m1.3xlarge,0,0,Managed Databases,mdb,postgres,24,24,192,192,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn22cq9hoa7rahk3826n,mdb.cluster.pg.m1.4xlarge,0,0,Managed Databases,mdb,postgres,32,32,256,256,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn23vsue98dilr48n8ar,mdb.cluster.pg.m1.large,0,0,Managed Databases,mdb,postgres,8,8,64,64,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn26l3sgf2kjvim52vhk,mdb.cluster.pg.m1.medium,0,0,Managed Databases,mdb,postgres,6,6,48,48,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn23np9tt2ph8b0euh7t,mdb.cluster.pg.m1.micro,0,0,Managed Databases,mdb,postgres,2,2,16,16,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2ainjllde5pio38u64,mdb.cluster.pg.m1.small,0,0,Managed Databases,mdb,postgres,4,4,32,32,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn237vo69l092cebmmm5,mdb.cluster.pg.m1.xlarge,0,0,Managed Databases,mdb,postgres,12,12,96,96,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2mkfvv5bif4tjesoq4,mdb.cluster.pg.m2.2xlarge,0,0,Managed Databases,mdb,postgres,16,16,128,128,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2piuejhhisbl4ep6v3,mdb.cluster.pg.m2.3xlarge,0,0,Managed Databases,mdb,postgres,24,24,192,192,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2bdpijeibjt2bh5002,mdb.cluster.pg.m2.4xlarge,0,0,Managed Databases,mdb,postgres,32,32,256,256,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn24h2fcdidghv754jfq,mdb.cluster.pg.m2.5xlarge,0,0,Managed Databases,mdb,postgres,40,40,320,320,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn20pq3sb10fas456e4d,mdb.cluster.pg.m2.6xlarge,0,0,Managed Databases,mdb,postgres,48,48,384,384,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2j6cpkprf5d73596b4,mdb.cluster.pg.m2.large,0,0,Managed Databases,mdb,postgres,8,8,64,64,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2qvmi3scnh4q1eb3q7,mdb.cluster.pg.m2.medium,0,0,Managed Databases,mdb,postgres,6,6,48,48,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2j7fmftamqjlq7brkh,mdb.cluster.pg.m2.micro,0,0,Managed Databases,mdb,postgres,2,2,16,16,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2tto58f04iktcnb0qd,mdb.cluster.pg.m2.small,0,0,Managed Databases,mdb,postgres,4,4,32,32,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2l04iu48et3m84pdq3,mdb.cluster.pg.m2.xlarge,0,0,Managed Databases,mdb,postgres,12,12,96,96,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2i4g0hgnm5m7srmkb8,mdb.cluster.pg.medium,0,0,Managed Databases,mdb,postgres,8,8,32,32,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2j5tp3bvg540ukv4l5,mdb.cluster.pg.micro,0,0,Managed Databases,mdb,postgres,2,2,8,8,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn261a3dv8mpbg71i1ng,mdb.cluster.pg.nano,0,0,Managed Databases,mdb,postgres,1,1,4,4,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2u66b36112i2vihs1f,mdb.cluster.pg.s2.2xlarge,0,0,Managed Databases,mdb,postgres,24,24,96,96,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2far3i2v2vnogmi0mp,mdb.cluster.pg.s2.3xlarge,0,0,Managed Databases,mdb,postgres,32,32,128,128,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2cck6l784h2v8aksc1,mdb.cluster.pg.s2.4xlarge,0,0,Managed Databases,mdb,postgres,40,40,160,160,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2mcq017tbcr6u8pe28,mdb.cluster.pg.s2.5xlarge,0,0,Managed Databases,mdb,postgres,48,48,192,192,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2npf4bqavoh2qhb708,mdb.cluster.pg.s2.large,0,0,Managed Databases,mdb,postgres,12,12,48,48,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn25321veltqh78n1goh,mdb.cluster.pg.s2.medium,0,0,Managed Databases,mdb,postgres,8,8,32,32,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn28ungs320bf8n70cm7,mdb.cluster.pg.s2.micro,0,0,Managed Databases,mdb,postgres,2,2,8,8,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn200ufca7ts4m9314hp,mdb.cluster.pg.s2.small,0,0,Managed Databases,mdb,postgres,4,4,16,16,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2k8qpb0kgdemgml2bb,mdb.cluster.pg.s2.xlarge,0,0,Managed Databases,mdb,postgres,16,16,64,64,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2i5b7nor04iv0c73fg,mdb.cluster.pg.small,0,0,Managed Databases,mdb,postgres,4,4,16,16,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2n5qctucuvrif2l6v2,mdb.cluster.pg.v1.cpu.c100,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn24heoov30dnk16kvqi,mdb.cluster.pg.v1.cpu.c20,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,20,20,inapplicable,v1,Data Storage and Analytics,0,1
dn26tqk6cr5ocu7v3j5i,mdb.cluster.pg.v1.cpu.c5,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,5,5,inapplicable,v1,Data Storage and Analytics,0,1
dn24saqltp4lsu0kgc6a,mdb.cluster.pg.v1.cpu.c50,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,50,50,inapplicable,v1,Data Storage and Analytics,0,1
dn2i2qka7e75bh6ok7he,mdb.cluster.pg.v1.ram,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,inapplicable,-1,inapplicable,v1,Data Storage and Analytics,0,1
dn2foiqm6aoaghmjcr38,mdb.cluster.pg.v2.cpu.c100,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2k4nll5o0unlnnn0hf,mdb.cluster.pg.v2.cpu.c20,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,20,20,inapplicable,v2,Data Storage and Analytics,0,1
dn217kngosua0ige7glr,mdb.cluster.pg.v2.cpu.c5,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,5,5,inapplicable,v2,Data Storage and Analytics,0,1
dn2ac5geuj2i95lkh5te,mdb.cluster.pg.v2.cpu.c50,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,50,50,inapplicable,v2,Data Storage and Analytics,0,1
dn2b1ve4tifofkbpqtlo,mdb.cluster.pg.v2.ram,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,inapplicable,-1,inapplicable,v2,Data Storage and Analytics,0,1
dn2sv8rp43k75s2ed90u,mdb.cluster.pg.xlarge,0,0,Managed Databases,mdb,postgres,32,32,128,128,postgres,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2cc943s27vr5gviq0k,mdb.cluster.postgresql.public_ip,0,0,Managed Databases,mdb,postgres,inapplicable,-1,inapplicable,-1,postgres,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn250jcb6lecr9j1k9qp,mdb.cluster.public_ip,0,1,Managed Databases,mdb,public_ip,inapplicable,-1,inapplicable,-1,inapplicable,100,100,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn29fuoqlapoviukkkgv,mdb.cluster.redis.b1.micro,0,0,Managed Databases,mdb,redis,2,2,2,2,redis,20,20,inapplicable,v1,Data Storage and Analytics,0,1
dn2nq2i36ad9h2a5u3rc,mdb.cluster.redis.b1.nano,0,0,Managed Databases,mdb,redis,2,2,2,2,redis,5,5,inapplicable,v1,Data Storage and Analytics,0,1
dn2bb2i36ad9h2a5u3rc,mdb.cluster.redis.b1.small,0,0,Managed Databases,mdb,redis,2,2,4,4,redis,20,20,inapplicable,v1,Data Storage and Analytics,0,1
dn2or7s862dfkf7g4jnq,mdb.cluster.redis.hm1.2xlarge,0,0,Managed Databases,mdb,redis,4,4,64,64,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2ih83avliudhihtaoh,mdb.cluster.redis.hm1.3xlarge,0,0,Managed Databases,mdb,redis,4,4,80,80,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2e40klnm0qeqroq519,mdb.cluster.redis.hm1.4xlarge,0,0,Managed Databases,mdb,redis,8,8,96,96,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2hvj8jla59eoq43t4k,mdb.cluster.redis.hm1.5xlarge,0,0,Managed Databases,mdb,redis,8,8,128,128,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2mgig8526lf67lepjg,mdb.cluster.redis.hm1.6xlarge,0,0,Managed Databases,mdb,redis,8,8,160,160,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2rs917ru9o9h5gnpkp,mdb.cluster.redis.hm1.7xlarge,0,0,Managed Databases,mdb,redis,8,8,192,192,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2t8lmesustn7dvcr9n,mdb.cluster.redis.hm1.8xlarge,0,0,Managed Databases,mdb,redis,8,8,224,224,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn260pm6t7pv80chug16,mdb.cluster.redis.hm1.9xlarge,0,0,Managed Databases,mdb,redis,8,8,256,256,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2prp530s9kce8j1acf,mdb.cluster.redis.hm1.large,0,0,Managed Databases,mdb,redis,4,4,32,32,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2lt10f2a5a6eduehha,mdb.cluster.redis.hm1.medium,0,0,Managed Databases,mdb,redis,4,4,24,24,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2dchttpe9e8i47ijp1,mdb.cluster.redis.hm1.micro,0,0,Managed Databases,mdb,redis,2,2,12,12,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2rkjfb8mge66lmke01,mdb.cluster.redis.hm1.nano,0,0,Managed Databases,mdb,redis,2,2,8,8,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn2f41fd3aip4b2f6gcs,mdb.cluster.redis.hm1.small,0,0,Managed Databases,mdb,redis,2,2,16,16,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn211ei5ttjdidj30hit,mdb.cluster.redis.hm1.xlarge,0,0,Managed Databases,mdb,redis,4,4,48,48,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn21adn8pgvr7hr9jhh3,mdb.cluster.redis.public_ip,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2ta4lgerp02btumaic,mdb.cluster.redis.v1.cpu.c100,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,100,100,inapplicable,v1,Data Storage and Analytics,0,1
dn29cjcghhc5ihatrc35,mdb.cluster.redis.v1.cpu.c20,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,20,20,inapplicable,v1,Data Storage and Analytics,0,1
dn2gvhqj7nimn9jaofi0,mdb.cluster.redis.v1.cpu.c5,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,5,5,inapplicable,v1,Data Storage and Analytics,0,1
dn24sref9ucjdo6ut46k,mdb.cluster.redis.v1.ram,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,inapplicable,-1,inapplicable,v1,Data Storage and Analytics,0,1
dn266b8r1i07682ojiiq,mdb.cluster.redis.v2.cpu.c100,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,100,100,inapplicable,v2,Data Storage and Analytics,0,1
dn2qgqnuuucr2uat9be2,mdb.cluster.redis.v2.cpu.c5,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,5,5,inapplicable,v2,Data Storage and Analytics,0,1
dn26opl99hcbjqvo87gf,mdb.cluster.redis.v2.cpu.c50,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,50,50,inapplicable,v2,Data Storage and Analytics,0,1
dn2gac3fpk1bsurdkf0h,mdb.cluster.redis.v2.ram,0,0,Managed Databases,mdb,redis,inapplicable,-1,inapplicable,-1,redis,inapplicable,-1,inapplicable,v2,Data Storage and Analytics,0,1
dn2r71sii6094ank30lm,mdb.dataproc.adjustment.kop,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,dataproc,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn27k40bf89tfc62bmev,mdb.dataproc.cpu.c100,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,100,100,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn29pu5iktpj6ql06blg,mdb.dataproc.cpu.c50,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,50,50,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2i7lcpeed1brpnm200,mdb.dataproc.gpu.cpu.c100,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,100,100,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2ibbksufoqcikau96d,mdb.dataproc.gpu.gpu,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2r547h5bonpg3umuhj,mdb.dataproc.gpu.ram,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn27t1re5e3pmaclsppi,mdb.dataproc.v1.cpu.c100,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,100,100,inapplicable,inapplicable,Data Storage and Analytics,0,1
dn2p0rvg8lkbmhcvtb7q,mdb.dataproc.v1.cpu.c20,0,0,Managed Databases,mdb,dataproc,inapplicable,-1,inapplicable,-1,inapplicable,20,20,inapplicable,inapplicable,Data Storage and Analytics,0,1
